Bestellnr,Autor/ Herausgeber,Titel,Verlag,Einband,Format,Gewicht in g,Auflage,Jahr,,Ort,Zustand (1-4),Sprachennr.,Sprache,ISBN,EAN,Seitenzahl/Umfang,Ihr Preis in €,zvab-Preis,Zustand-zvab,Illustrator,Übersetzer,Vor- oder Nachwort,Nachwort,weitere Mitwirkende,Untertitel,Originaltitel,aus der Reihe,Band,Schlagworte,Beschreibung,Zustandsbeschreibung,Lieferungsnr,Lieferant,Einkaufspreis in €,Aufgenommen am:,Menge,3860400644,Zustand-amazon,Standort,Kommission,Sparten-Nr.,Spartenbezeichnung,Einkaufsdatum,MwSt.,ebay,Notizen,Bild,alte Bestellnummer,ASIN,versandkennziffer,Höhe,Breite,Tiefe,Suche,ebay-ID,Titel-Autor-anzahl
23088,"Ebbinghaus, Ernst A.",Gotica - kleine Schriften zur gotischen Philologie,Institut für Sprachen und Literaturen der Universität Innsbruck,Pappband (Hardcover),,630,,2003,,Innsbruck,2,1,Deutsch,3851246896,,231,20,,,,,,,"Meid, Wolfgang und Scardigli, Piergiuseppe (Herausgeber) - Wolfgang Meid (Reihenherausgeber)",,,Innsbrucker Beiträge zur Sprachwissenschaft,107,Ernst A. Ebbinghaus ; Bibliographie; Gotisch ; Aufsatzsammlung ; 54 Sprach- und Literaturwissenschaft der übrigen germanischen Sprachen,231 S. ; 24 cm ; Innsbrucker Beiträge zur Sprachwissenschaft ; Bd. 107 ; ,"leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,11,sonstiges,,,,,Groß-Oktav,,,0,24,17,2,,,
23089,"Pinkster, Harm und Caroline Kroon",Latein - eine Einführung,Winter,Broschur (Paperback),,350,,2006,,Heidelberg,2,1,Deutsch,3825352676,,"X, 183",8,Inhaltsverzeichnis unter http://d-nb.info/981181678/04,,,aus dem Niederländ. übers. von Roland Hoffmann,,,,,Latijn <dt.>,Sprachwissenschaftliche Studienbücher,,Latein ; Einführung ; 470 Latein,"X, 183 S. : Kt. ; 24 cm ; Sprachwissenschaftliche Studienbücher - In dieser Einführung beschreiben die beiden Autoren, anerkannte Experten der lateinischen Linguistik, in Teil 1 das typologische Profil der lateinischen Sprache, klären Fragen ihrer Entstehung und beschreiben die Grundzüge des klassischen Lateins. Anschließend wird die Entwicklung des Lateinischen bis zu den romanischen Sprachen skizziert. Im zweiten Teil entwickeln die Autoren Orientierungshilfen, um bei geringen Vorkenntnissen den Sinn einfacher Sätze mit einem Lexikon zu erfassen. Viele ansprechende Beispiele und Übungen führen in die Struktur und Architektur des Lateinischen ein. Der dritte Teil ist ein Überblick der für Europa wichtigen römischen Literatur. Ein Anhang enthält Formentabellen und eine Liste unregelmäßiger Wortformen. - Das Buch ist ideal für Leser mit keinen oder geringen Lateinkenntnissen, die diese neu erwerben oder auffrischen wollen, für Lehrer in der Weiterbildung oder diejenigen, die ihre Sprachkenntnisse vertiefen möchten. - Text für Buchrücken: Dieses Buch versucht auf ganz eigentümliche Weise dem Leser ein Wegweiser zum Latein zu sein. In Teil 1 skizzieren die Autoren mit wenigen Linien ein Profil der lateinischen Sprache und klären dabei die Fragen, wie, wo und wann diese entstanden ist. Außerdem beschreiben sie die auffälligsten grammatischen Kennzeichen des klassischen Lateins. Im Anschluß daran wird auch einige Aufmerksamkeit der Entwicklung des Lateinischen bis zu demjenigen Stadium geschenkt, das die romanischen Sprachen heute bilden. Im zweiten, praktischen Teil bieten die Autoren eine Suchstrategie an, die die Leser in die Lage versetzen kann, mit Hilfe eines Wörterbuchs die Bedeutung einfacher Sätze zu erfassen. Mit vielen ansprechenden Beispielen werden die Struktur und Architektur des Lateins offen gelegt. Zum Schluß wird noch skizzenhaft ein Bild von der lateinischen Literatur entworfen, die einen bedeutenden Einfluß auf die literarischen Entwicklungen in Europa hatte. - Das Buch ist nicht nur für alle diejenigen bestimmt, die keine oder nur geringe Kenntnisse des Lateinischen besitzen und für Studium oder Beruf diese Kenntnisse sich aneignen bzw. auffrischen und vertiefen möchten, sondern bietet auch Kennern des Lateinischen interessante Erklärungssätze unter moderater Verwendung neuer linguistischer Theorie.","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,284,sonstiges,,,,,Groß-Oktav,,,0,24,16,1,,,
23090,"Griffe, Maurice",Chronologie Kleinasiens und Mesopotamiens,Ed. Tableaux Synoptiques de l'Histoire - Claudia Naumann-UNverhau Verlag,Leporello mit Pappdeckel,,200,,2000,,Le Cannet,2,1,Deutsch,2907854348,9782907854344,[32],10,,,,,,,,,Asia mineure et Mésopotamie <dt.>,Les chronologies,4,"Mesopotamien ; Geschichte ; Zeittafel; Anatolien ; Geschichte ; Zeittafel ; 930 Alte Geschichte, Archäologie ; 950 Geschichte Asiens","[16] Bl. : Ill., Kt. ; 27 cm ; Les chronologies : Verfasser ; 4 ; ","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,159,bis zur Aufklärung / 1800,,,,,Quart,,,0,29,20,1,,,
23091,"Lion, Brigitte und Cécile Michel (Herausgeber)",Die Keilschrift und ihre Entzifferung,Buske,Broschur (Paperback),,240,,2017,,Hamburg,2,1,Deutsch,,9783875487848,48,8,Inhaltsverzeichnis unter http://d-nb.info/1132215056/04,,,"aus dem Französischen übersetzt von Wiebke Beyer, in Zusammenarbeit mit Sabina Franke",,,Maison de l'archéologie et de l'ethnologie René-Ginouvès - Pierre Roillard (Herausgeber),,Les écritures cunéiformes et leur déchiffrement,Veröffentlichungen des Maison René-Ginouvès,,"Andere Sprachen ; 930 Alte Geschichte, Archäologie","mit farbigen Abbildungen, 48 Seiten : Karten ; 19 x 27 cm ; Veröffentlichungen des Maison René-Ginouvès ; ","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,11,sonstiges,,,,,Quer-Quart,,,1,20,28,1,,,
23092,"Giraud, Jean und William Vance sowie Michel Rouge",Marshal Blueberry - Collector's Edition Spezial,Comic Collection Egmont,illustrierter Original-Pappband (Hardcover),,1100,Collector's Edition Spezial,2023,,Berlin,2,1,Deutsch,,9783770404896,160,25,,,,aus dem Französischen von Dr. Anselm Blocher und Astrid Ewerhardy-Blocher und Horst Berner,,,,,Marshal Blueberry - l'intégrale,,,"Comics, Cartoons, Karikaturen",durchgehend farbig illustriert,"leicht berieben und bestoßen,",3438,Heine - ,"2,5",,1,,,,,589,Cartoons - Karikaturen,,,,,Quart,,,1,32,25,2,,,
23093,"Ellis, Warren und Darick Robertson",Transmetropolitan - Band 3: Lonely city,Panini-Comics,illustrierter Original-Pappband (Hardcover),,1100,,2014,,Stuttgart,2,1,Deutsch,,9783862019519,ca. 288,40,,,,Claudia Fliege,,,,,,,,"Comics, Cartoons, Karikaturen",durchgehend farbig illustriert,"leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,589,Cartoons - Karikaturen,,,,,Quart,,,1,27,18,3,,,
23094,"Diem, Werner",Arabische Steuerquittungen des 8. bis 11. Jahrhunderts - aus der Heidelberger Papyrussammlung und anderen Sammlungen,Harrassowitz,Broschur (Paperback),,500,,2008,,Wiesbaden,2,1,Deutsch,,9783447056496,116,40,Inhaltsverzeichnis unter http://d-nb.info/986750638/04,,,,,,,,,Documenta Arabica antiqua,5,Universität Heidelberg / Papyrussammlung ; Arabisch ; Steuerbescheid ; Papyrus ; Geschichte 700-1100 ; 890 Literatur in anderen Sprachen ; 340 Recht,116 S. ; 30 cm + Taf.-Beil. ([24] S.) ; Documenta Arabica antiqua ; Bd. 5 ;  mit beiliegendem Tafelheft auf Kunstdruckpapier,"leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,159,bis zur Aufklärung / 1800,,,,,Quart,,,1,30,21,1,,,
23095,"Clayton, Ewan (editor)",Writing - making your mark,British Library,Pappband (Hardcover) im Schutzumschlag,,1500,First published,2019,,London,2,2,Englisch,,9780712352536,223,30,Inhaltsverzeichnis unter http://d-nb.info/1179725891/04,,,,,,British Library,,,,,"Schrift ; Schreiben ; Geschichte ; 000 Allgemeines, Wissenschaft","223 Seiten ; 29 cm ; mit zahlreichen farbigen Abbildungen, ","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,773,Kulturgeschichte ,,,,,Quart,,,1,29,23,3,,,
23096,"Marx, Christoph",Deutsche Geschichte in 100 Zitaten - von Tacitus bis Merkel,Bibliographisches Institut,Halbleinen (Hardcover),,700,,2022,,Berlin,2,1,Deutsch,,9783411059737,247,15,Inhaltsverzeichnis unter http://d-nb.info/1254069267/04,,mit Illustrationen von Dieter Wiesmüller,,,,,,,Duden,,Deutschland ; Geschichte ; 943 Geschichte Deutschlands,"247 Seiten : Illustrationen ; 25 cm, 644 g ; Duden ; - „Hier stehe ich! Ich kann nicht anders.“ „So schnell schießen die Preußen nicht.“ „Wir schaffen das!“ - Wer kennt diese Zitate nicht? Doch wann und in welchem Zusammenhang sind sie eigentlich gefallen? Dieses opulent ausgestattete Buch stellt in chronologischer Reihe Herkunft, Bedeutung und den aktuellen Gebrauch von Zitaten historischer Persönlichkeiten dar und wirft so originelle Schlaglichter auf die deutsche Geschichte: von Tacitus bis Merkel, von den Germanen bis zur Berliner Republik der Gegenwart.","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,1221,Europäische Geschichte ,,,,,Groß-Oktav,,,0,25,18,3,,,
23097,"Koetzle, Hans-Michael und Carsten Wolff","Fleckhaus, Design, Revolte, Regenbogen = Design, revolt, rainbow",Hartmann books,illustrierter Original-Pappband (Hardcover),,1400,"Zweite, überarbeitete Auflage",2017,,Stuttgart,2,1,Deutsch,,9783960700128,241,35,Inhaltsverzeichnis unter http://d-nb.info/1127766686/04,,,Übersetzungen Susanne Dickel,,,,Willy Fleckhaus ; Michael Buhrs/Petra Hesse (Hg.) ; ,,,,"Grafik, angewandte Kunst","teilweise in englischer Sprache, mit zahlreichen farbigen Abbildungen, ","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,804,Bibliographien,,,,,Quart,,,1,29,23,3,,,
23098,"Iczkovits, Yaniv",Fannys Rache - Die Vergeltung der Mende Speisman durch die Hand ihrer Schwester - Roman,Unionsverlag,Pappband (Hardcover) im Schutzumschlag,,910,Deutsche Erstausgabe,2024,,Zürich,2,1,Deutsch,,9783293006102,604+(4),12,,,,aus dem Hebräischen von Markus Lemke,,,,,Tiqûn Ahar Hasôt,,,Literatur ; B Belletristik,"mit Lesebändchen, Fanny Kajsman hat genug. Ihr nutzloser Schwager ist nach Minsk abgehauen und hat ihre Schwester im Schtetl zurückgelassen. Kurzerhand trifft Fanny eine skandalöse Entscheidung: Sie wird ihren Schwager eigenhändig zurückholen. - Bewaffnet mit einem Schlachtermesser und einer gehörigen Portion Starrsinn bricht sie auf, aber die Straßen des Russischen Kaiserreichs sind gefährlich. Als sich ihr der stumme Fährmann Cicek Berschow anschließt, ist sie dankbar um die Begleitung. Doch ein Schlamassel jagt das nächste, Fannys schlichter Plan wächst sich zu einer mittelgroßen Katastrophe aus und bringt bald die Grundfesten des Russischen Reiches ins Wanken. - Ein rasanter Roadtrip durch das 19. Jahrhundert, eine Ode an Mut und Freundschaft und die Suche einer unvergesslichen Heldin nach Gerechtigkeit.","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,775,Aktuelle Bestseller ,,,,,Groß-Oktav,,,1,23,16,5,,,
23099,Loriot,Der ganz offene Brief - 115 ungewöhnliche Mitteilungen,Diogenes,Leinen (Hardcover) mit Schutzumschlag,,570,,2023,,Zürich,2,1,Deutsch,,9783257021912,277,12,Inhaltsverzeichnis unter http://d-nb.info/1285608100/04,,,,,,"Hrsg. Susanne von Bülow, Peter Geyer, OA Krimmel",,,,,"Deutsche Literatur ; B Belletristik ; 741.5 Comics, Cartoons, Karikaturen","mit Lesebändchen, 277 Seiten : Illustrationen ; 23 cm ;  ","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,701,Humor - Satire,,,,,Groß-Oktav,,,0,23,16,3,,,
23100,"Dangel-Pelloquin, Elsbeth und Alexander Honold",Grenzenlose Verwandlung - Hugo von Hofmannsthal - Biographie,S. Fischer,Pappband (Hardcover) im Schutzumschlag,,1300,,2024,,Frankfurt am Main,2,1,Deutsch,,9783103975536,896,40,Inhaltsverzeichnis unter http://d-nb.info/1285987691/04,,,,,,,,,,,Hugo Hofmannsthal von ; 830 Deutsche Literatur,"mit Lesebändchen, 896 Seiten, 32 ungezählte Seiten Bildtafeln : Illustrationen ; 22 cm, 1101 g ;  - Unter den großen Autoren der literarischen Moderne ist Hugo von Hofmannsthal ein faszinierender Sonderfall, reich an Widersprüchen und vielfältig in seiner weitgespannten Produktivität. Figuren wie der Rosenkavalier, Lord Chandos oder Jedermann beleben seit über hundert Jahren die Text- und Bühnenwelt. Diese große Gesamtdarstellung zeigt die Texte und Projekte Hofmannsthals in ihren unablässigen Verwandlungen. Besonderen Stellenwert haben die in unterschiedliche künstlerische Welten ausgespannten Netzwerke und Freundschaften, etwa mit Arthur Schnitzler, mit Max Reinhardt oder Richard Strauss. Die Krisen und Konstanten dieses Lebenswerks werden ausgeleuchtet vor dem geschichtlichen Hintergrund eines dramatischen Zeitenwechsels – von der nervösen Jahrhundertwende über die Erschütterungen des Weltkriegs bis hin zur Unübersichtlichkeit der späten zwanziger Jahre. Eine große, fesselnde Biographie und das beeindruckende Porträt eines Schaffens, das erstaunlich lebendig geblieben ist.","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,548,weitere,,,,,Oktav,,,1,22,16,6,,,
23101,"Augst, Gerhard",Der Bildungswortschatz - Darstellung und Wörterverzeichnis,Georg Olms,illustrierter Original-Pappband (Hardcover),,580,10. Auflage,2023,,Hildesheim,2,1,Deutsch,,9783487086385,219,12,,,,,,,,,,,,Deutsch,"220 Seiten ; 21 cm x 15 cm, 547 g ;  - Was verbirgt sich hinter Wendungen wie ""den Rubikon überschreiten"", ""Tantalusqualen erleiden"" oder ""die Gretchenfrage stellen""? Worin liegt der Unterschied zwischen ""effizient"" und ""effektiv""? Ist ein Feinschmecker ein ""Gourmet"" oder ein ""Gourmand""? Und was genau bedeuten eigentlich Wörter wie ""apodiktisch"", ""insinuieren"", ""volatil"" oder ""Subsidiarität"", ohne die keine politische oder wissenschaftliche Diskussion auskommt? - Ausdrücke wie diese zählen auch heute zum allgemeinen Bildungswortschatz, der in den Schulen und Universitäten aber kaum noch vermittelt wird. - Das Buch von Gerhard Augst leistet hier Abhilfe: Es stellt diesen Wortschatz zunächst systematisch vor und erläutert dann über 2.000 Wörter und Wendungen in alphabetischer Reihenfolge. Dieses Verzeichnis wird begleitet von anschaulichen und aktuellen Beispielsätzen aus der Presse, dem Fernsehen und dem Internet. Die Anordnung nach Wortfamilien und häufig auftretenden Wortstämmen macht es außerdem möglich, unbekannte Bildungswörter selbst zu erschließen. - Denn nur wer den Bildungswortschatz kennt und beherrscht, kann Texte besser verstehen und mitreden. - ---STIMMEN ZUM BUCH--- ""Insgesamt stellt das vorliegende Buch mit seinen umfangreichen und vielfältigen Beispielsammlungen nicht nur eine beeindruckende Leistung des Vf. dar, sondern besitzt vor allem dadurch auch einen hohen Praxiswert und kann vielen Menschen den Zugang zu aktuellen wissenschaftlichen, künstlerischen und politischen Diskursen erleichtern. Das gilt nicht zuletzt auch für den Erwerb des Deutschen als Fremdsprache, wofür das Buch reiches Material bietet. Das Werk schließt eine Lücke in Bezug auf wichtige Bereiche der öffentlichen Kommunikation und trägt damit dazu bei, die Verständigung innerhalb der Sprachgemeinschaft zu verbessern."" (Dieter Nerius, Deutsch als Fremdsprache 2/20)","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,153,Germanistik,,,,,Oktav,,,0,22,16,3,,,
23102,"Busch, Christopher",Unger-Fraktur und literarische Form - Studien zur buchmedialen Visualität der deutschen Literatur vom späten 18. bis ins 21. Jahrhundert,Wallstein,Pappband (Hardcover) im Schutzumschlag,,720,,2019,,Göttingen,2,1,Deutsch,,9783835334045,402,20,Inhaltsverzeichnis unter http://d-nb.info/1172595356/04,,,,,,,,,,,"Unger-Fraktur ; Rezeption ; Deutsch ; Literatur ; Geschichte 1780-2012 ; 670 Industrielle und handwerkliche Fertigung ; 800 Literatur, Rhetorik, Literaturwissenschaft","402 Seiten : Illustrationen ; 23 cm ;  - Eine Studie, die Typographie historisiert und als streitbares, visuelles Formreservoir der Literatur- und Ideengeschichte verstehbar macht. - In Fallstudien vom späten 18. bis ins 21. Jahrhundert geht Christopher Busch der Erfindung und Verwendung einer Schrift, der sogenannten Unger-Fraktur, nach. Dabei interessiert, in welchen kultur-, institutions- und sozialgeschichtlichen Kontexten sich die Erfindung und Etablierung dieser Fraktur durch den Verleger und Drucker Johann Friedrich Unger um 1800 vollzog, wie sie von den zeitgenössischen Autoren (Karl Philipp Moritz, Johann Wolfgang von Goethe, Novalis, Friedrich Schlegel, Ludwig Tieck u. a.) aufgenommen, wie sie dann um 1900 wiederentdeckt und für die Werkausgaben von Literaturnobelpreisträgern (Thomas Mann, Hermann Hesse) verwendet wurde und wie sie schließlich in der Gegenwartsliteratur erneut Anklang findet (Max Goldt). Es zeigt sich, dass die Unger-Fraktur eine Schlüsselrolle bei der Erzeugung und Historisierung literarischer Bedeutsamkeit inne hatte: Konnte sie um 1800 dabei helfen, die Literatur überhaupt als kulturell signifikante Institution zu etablieren, wirkte sie um 1900 bei der Kanonisierung literarischer Modernisten mit und markiert heute Poetizität per se. Die Studie leistet einen Beitrag zur Erforschung der buchmedialen und visuellen Dimension der Literatur und damit der visuellen Kultur insgesamt.","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,804,Bibliographien,,,,,Groß-Oktav,,,0,23,15,4,,,
23103,"Brechtken, Magnus sowie Hans-Christian Jasch, Christoph Kreutzmüller und Niels Weise (Herausgeber)","Die Nürnberger Gesetze - 80 Jahre danach: Vorgeschichte, Entstehung, Auswirkungen",Wallstein,Pappband (Hardcover) im Schutzumschlag,,620,2. Auflage,2017,,Göttingen,2,1,Deutsch,,9783835331495,311,15,Inhaltsverzeichnis unter http://d-nb.info/1131380843/04,,,,Heiko Maas und Thomas de Maiziere,,"Brechtken, Magnus; Jasch, Hans-Christian; Kreutzmüller, Christoph; Weise, Niels",,,,,Deutschland ; Nürnberger Gesetze ; Rassismus ; Geschichte ; 340 Recht ; 943 Geschichte Deutschlands," internationale Tagung, die anlässlich des 80. Jahrestages der Verabschiedung der Nürnberger Gesetze am 15. und 16. September 2015 im Kammergericht Berlin stattfand - 311 Seiten : Illustrationen ; 23 cm ;  - Die Nürnberger Gesetze: ein Überblick zum Forschungsstand. - Mit dem »Reichsbürgergesetz« und dem »Gesetz zum Schutz des deutschen Blutes und der deutschen Ehre«, die beide am 15. September 1935 in Nürnberg verabschiedet wurden, schuf der NS-Staat einen diskriminierenden Sonderstatus für jüdische Deutsche. Die Formulierung der Rassenideologie in Gesetzesform, die in den folgenden Jahren kontinuierlich verschärft wurde, war ein entscheidender Schritt auf dem Weg in die nationalsozialistische Vernichtungspolitik. Anlässlich des 80. Jahrestags der Verkündung diskutieren renommierte Wissenschaftlerinnen und Wissenschaftler unter der gemeinsamen Schirmherrschaft der Bundesministerien der Justiz und des Innern die Vorgeschichte, die symbolische sowie juristische Bedeutung, die internationalen Auswirkungen und die Folgen der Nürnberger Gesetze. - Aus dem Inhalt: Hans-Christian Jasch: Die Rassegesetzgebung im Dritten Reich, Frank Bajohr: Verdrängung ohne Rechtsgrundlage. Der Antisemitismus in Bädern und Kurorten vor und nach 1933, Christoph Kreutzmüller: Gewalt gegen Juden im Sommer 1935, Barbara Lambauer: Nürnberg in Vichy? Antisemitismus und Frankreich, Magnus Brechtken: Nürnberger Gesetze, Nachgeschichte und Historiographie. Der Fall Globke","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,1216,Drittes Reich ,,,,,Groß-Oktav,,,0,23,15,3,,,
23104,"Gzella, Holger (Herausgeber)",Sprachen aus der Welt des Alten Testaments,Wissenschaftliche Buchgesellschaft (WBG),illustierter Pappband (Hardcover),,470,"2., durchges. Aufl.",2012,,Darmstadt,2,1,Deutsch,,9783534250950,204+(4),20,Inhaltsverzeichnis unter http://d-nb.info/1017630844/04,,,,,,,,,,,"Orientalische Sprachen ; Aufsatzsammlung; Bibel / Altes Testament ; Buchstabenschrift ; Aufsatzsammlung ; 490 Andere Sprachen ; 220 Bibel ; 930 Alte Geschichte, Archäologie","204 S. ; 23 cm ;  - Die alphabetschriftlichen Kultursprachen des Alten Orients haben im ersten Jahrtausend v. Chr. in einem bis heute fortwirkenden Siegeszug die Keilschriftsprachen abgelöst. Das neue Konzept der Alphabetschrift erwies sich gegenüber den weit verbreiteten Silbenschriftsystemen haushoch überlegen. Kein Wunder also, dass die Anfänge der Alphabetschrift in eine Zeit der großen Hochkulturen fallen – der phönizischen Kolonienbildung, der Entstehung des Alten Testamentes, der Blütezeit des Achämenidenreiches oder dem Weltreich Alexanders des Großen. Das Spektrum der in diesem Band vorgestellten Sprachen, die im Umfeld des Alten Testaments gesprochen und geschrieben wurden, reicht daher vom Ugaritischen über das Phönizische und Althebräische, die transjordanischen Sprachen und das Aramäische bis hin zum Altsüdarabischen, Altpersischen und Griechischen. Kurze Charakterisierungen der einzelnen Sprache, knappe grammatische Skizzen und bibliographische Hinweise erschließen das Thema für Fachleute ebenso wie für interessierte Laien. Mit Beiträgen von Holger Gzella, Leiden; Alan Millard, Liverpool; Agustinus Gianto, Rom; Klaus Beyer, Heidelberg; Margaretha Folmer, Leiden; Rebecca Hasselbach, Chicago; Michiel de Vaan und Alexander Lubotsky, Leiden; Andreas Willi, Oxford","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,11,sonstiges,,,,,Groß-Oktav,,,0,23,16,2,,,
23105,"Braune, Wilhelm",Althochdeutsche Grammatik - I: Laut- und Formenlehre,De Gruyter,Broschur (Paperback),,920,16. Auflage,2018,,Berlin Boston,2,1,Deutsch,,9783110515107,"XXIV, 557",20,Inhaltsverzeichnis unter http://d-nb.info/1144516188/04,,,,,,"Heidermanns, Frank (neu bearbeitet )",,,Sammlung kurzer Grammatiken germanischer Dialekte / A Hauptreihe,"A, Hauptreihe ; Bd. 5.1",,"XXIV, 557 Seiten ; 23 cm, 869 g ; [Sammlung kurzer Grammatiken germanischer Dialekte / A] Sammlung kurzer Grammatiken germanischer Dialekte : A, Hauptreihe ; Bd. 5.1 ;","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,153,Germanistik,,,,,Groß-Oktav,,,1,24,16,4,,,
23106,,Reichtum und Armut der deutschen Sprache - Erster Bericht zur Lage der deutschen Sprache,De Gruyter,Pappband (Hardcover),,530,,2013,,"Berlin Boston, Mass",2,1,Deutsch,,9783110334623,233,10,Inhaltsverzeichnis unter http://d-nb.info/1043777970/04,,,,,,"Eichinger, Ludwig M.; Eisenberg, Peter; Klein, Wolfgang; Storrer, Angelika; - hrsg. von der Deutschen Akademie für Sprache und Dichtung und der Union der Deutschen Akademien der Wissenschaften",,,,,Deutsch ; Wortschatz ; Anglizismus ; Flexion ; Verb ; Sprachvariante ; Aufsatzsammlung ; 430 Deutsch,"233 S. : graph. Darst. ; 24 cm ; ... Bericht zur Lage der deutschen Sprache ; 1 ; -  Schon lange wurde nicht mehr so engagiert über die Lage der deutschen Sprache gestritten. Viele der Sorgen sind keineswegs neu, aber sie werden seit einigen Jahren mit neuer Dringlichkeit öffentlich vorgetragen: Die deutsche Sprache verfalle zusehends, ihr reicher Wortschatz und ihre Grammatik verarmten, und im internationalen Wettbewerb sei das Deutsche längst ins Hintertreffen geraten, während Anglizismen sich in unserer Sprache ausbreiteten – so lauten einige der Alarmmeldungen. Doch wie ist es tatsächlich um Reichtum und Armut der deutschen Sprache bestellt? Welche Sorgen sind begründet, welche nicht? Die Deutsche Akademie für Sprache und Dichtung und die Union der deutschen Akademien der Wissenschaften wollen sich mit fundierten Informationen zur Entwicklung der deutschen Sprache im 20. Jahrhundert an der öffentlichen Diskussion beteiligen. Mit dem Ersten Bericht zur Lage der deutschen Sprache werden nun die Ergebnisse wissenschaftlicher Untersuchungen zu vier Themengebieten vorgelegt, die in unterschiedlicher Weise die Debatten bestimmt haben: Wortschatz, Anglizismen, Flexion und Nominalstil.","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,153,Germanistik,,,,,Groß-Oktav,,,0,24,16,2,,,
23107,"Baab, Florian","Was ist Humanismus? Geschichte des Begriffes, Gegenkonzepte, säkulare Humanismen heute",Friedrich Pustet,Broschur (Paperback),,590,,2013,,Regensburg,2,1,Deutsch,,9783791725536,300+(4),50,Inhaltsverzeichnis unter http://d-nb.info/103561412x/04,,,,,,,,,Ratio fidei - Beiträge zur philosophischen Rechenschaft der Theologie,51,"Humanismus; Philosophie ; Katholische Theologie ; 100 Philosophie ; 230 Theologie, Christentum ; 200 Religion, Religionsphilosophie","300 S. ; 24 cm ; Ratio fidei ; Bd. 51 ; - Während bildungsbürgerliche, sozialistische, existentialistische und auch christliche Humanismuskonzepte ihre Blütezeit hinter sich haben, versuchen derzeit säkular orientierte Vereinigungen den Begriff „Humanismus“ für sich zu reklamieren. Nach einer theologisch-philosophischen Begriffsgeschichte bietet der Autor eine systematische Analyse historischer und gegenwärtiger Entwürfe des Humanismus. Dabei widmet er sich insbesondere der religionskritischen Gruppierung der „säkularen Humanisten“ (Humanistischer Verband Deutschlands, Giordano-Bruno-Stiftung).","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,378,Philosophie,,,,,Groß-Oktav,,,0,24,16,3,,,
23108,"Schlosser, Horst Dieter",Sprache unterm Hakenkreuz - eine andere Geschichte des Nationalsozialismus,Böhlau,Pappband (Hardcover),,880,,2013,,Köln Weimar Wien,2,1,Deutsch,,9783412210236,423,30,Inhaltsverzeichnis unter http://d-nb.info/1029521379/04,,,,,,,,,,,Deutsch ; Politische Sprache ; Nationalsozialismus ; 943 Geschichte Deutschlands ; 430 Deutsch,"mit Lesebändchen, 423 S. ; 24 cm ;  ; - Diktatorische Herrschaft beruht in erster Linie auf physischer Gewalt. Sie nutzt aber auch sprachliche Mittel, um ihren Machtanspruch durchzusetzen und zu etablieren. Die NS-Diktatur ist in dieser Hinsicht ein besonders eindrückliches Beispiel. Das neue Buch des Sprachwissenschaftlers Horst Dieter Schlosser widmet sich der „Sprache unterm Hakenkreuz“ und ihren Mechanismen zur Machterhaltung. Er arbeitet insbesondere das Wechselspiel zwischen sprachlicher Diskriminierung und Vernichtung von tatsächlichen und mutmaßlichen Gegnern des Regimes heraus und stellt auch die Positionen des Widerstands gegen das Regime umfassend dar. Schlossers Analyse bietet eine profunde Basis zum Verständnis der Massenwirksamkeit von Propaganda und eine Grundlage, ihr mit sprachlichen Mitteln zu begegnen.","leicht berieben und bestoßen, ",3438,Heine - ,"2,5",,1,,,,,153,Germanistik,,,,,Groß-Oktav,,,0,24,17,4,,,
